,show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,type
3383,80183328,The Week Of,Robert Smigel,"Adam Sandler, Chris Rock, Steve Buscemi, Rachel Dratch, Allison Strong, Roland Buck III, Katie Hartman, Chloe Himmelman, Jake Lippmann, Jim Barone, June Gable",United States,"April 27, 2018",2018,TV-14,117 min,Comedies,Two fathers with clashing views about their children's upcoming wedding struggle to keep it together during the chaotic week before the big day.,Movie
3393,80239640,A Love So Beautiful,,"Hu Yitian, Shen Yue, Gao Zhi Ting, Wang Zi Wei, Zhang He Hao Zhen, Sun Ning, Monica Lv",,"April 20, 2018",2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","The ups and downs of school, family and growing up test the affection between a budding artist and her handsome but indifferent classmate and neighbor.",TV Show
3404,80190407,Murderous Affairs,,,United States,,2017,TV-14,3 Seasons,"Crime TV Shows, Docuseries","Mixing interviews with dramatic re-enactments, this series focuses on lethal love affairs and spouses driven to murder.",TV Show
3417,80152625,Come Sunday,Joshua Marston,"Chiwetel Ejiofor, Martin Sheen, Danny Glover, Jason Segel, Condola Rashad, Lakeith Stanfield, Stacey Sargeant, Vondie Curtis-Hall",United States,"April 13, 2018",2018,TV-14,105 min,"Dramas, Faith & Spirituality, Independent Movies",A crisis of faith sets renowned fundamentalist preacher Carlton Pearson on a new spiritual path that jeopardizes everything he holds dear.,Movie
3425,80202076,The Tiger Hunter,Lena Khan,"Danny Pudi, Jon Heder, Rizwan Manji, Karen David, Iqbal Theba, Sam Page, Kevin Pollak, Parvesh Cheena, Michael McMillian",United States,"April 9, 2018",2016,TV-14,94 min,"Comedies, Dramas, Independent Movies","It's 1979, and engineer Sami is excited to leave his Indian village for a job in Chicago. But he soon runs into problems achieving his American dream.",Movie
3429,80222823,Orbiter 9,Hatem Khraiche,"Clara Lago, Alex Gonzalez, Andrés Parra, Belén Rueda","Spain, Colombia","April 6, 2018",2017,TV-14,95 min,"Dramas, International Movies, Sci-Fi & Fantasy",A woman who's been alone on a spaceship her whole life becomes enamored with an engineer who suddenly enters her life and upends her universe.,Movie
3430,80209895,"Ram Dass, Going Home",Derek Peck,Ram Dass,United States,"April 6, 2018",2018,TV-14,32 min,"Documentaries, Faith & Spirituality","From his home on Maui, pioneering researcher, author and spiritual teacher Ram Dass reflects on love, life and death as his own days draw to a close.",Movie
3441,80227115,Bir Baba Hindu,Sermiyan Midyat,"Sermiyan Midyat, Şafak Sezer, Nicole Faria, Burak Satıbol","Turkey, India","April 4, 2018",2016,TV-14,107 min,"Action & Adventure, Comedies, International Movies",A Istanbul mobster falls for an Indian yoga instructor whose abduction takes him on a wild rescue mission to Mumbai.,Movie
3443,80227116,Görümce,Kıvanç Baruönü,"Eda Ece, Dilşah Demir, Gupse Özay, Buğra Gülsoy",Turkey,"April 4, 2018",2016,TV-14,104 min,"Comedies, International Movies, Music & Musicals","When his jealous sister plots to wreck his engagement, a young man does everything he can to protect his betrothed from her devious schemes.",Movie
3444,80227119,Hadi İnşallah,Ali Taner Baltacı,"Büşra Pekin, Murat Boz, Cezmi Baskın, Şinasi Yurtsever, İdil Dizdar, Hülya Gülsen Irmak, Canan Özer, Şenay Bozoklar, Emrah Kaman, Müjde Uzman",Turkey,"April 4, 2018",2014,TV-14,95 min,"Comedies, International Movies, Romantic Movies",A young woman recovering poorly from a bad romance gets a new lease on life after encountering a handsome man during a job interview.,Movie
3446,80227114,Küçük Esnaf,Bedran Güzel,"İbrahim Büyükak, Zeynep Koçak, Gupse Özay, Cengiz Bozkurt",Turkey,"April 4, 2018",2016,TV-14,100 min,"Comedies, International Movies","As an honest locksmith scrambles to pay his late father's hefty debt to the mafia, he crosses paths with a woman in similar trouble and falls for her.",Movie
3448,80038443,Organize Isler,Yılmaz Erdoğan,"Yılmaz Erdoğan, Tolga Çevik, Demet Akbağ, Altan Erkekli, Özgü Namal, Erdal Tosun, Tuncer Salman, Öner Erkan, Ebru Akel, Basak Köklükaya, Cem Yılmaz",Turkey,"April 4, 2018",2005,TV-14,104 min,"Action & Adventure, Comedies, International Movies","A gang leader recruits a suicidal Superman impersonator, while a woman driving a hot car linked to the gang plots revenge against them and their hero.",Movie
3452,80164904,Ittefaq,Abhay Chopra,"Sidharth Malhotra, Sonakshi Sinha, Akshaye Khanna",India,"April 3, 2018",2017,TV-14,105 min,"Dramas, International Movies, Thrillers","A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth.",Movie
3457,80202808,A Sort of Family,Diego Lerman,"Bárbara Lennie, Daniel Aráoz, Claudio Tolcachir, Paula Cohen, Yanina Ávila","Argentina, Brazil, France, Poland, Germany, Denmark","April 1, 2018",2017,TV-14,96 min,"Dramas, International Movies, Thrillers",An Argentine doctor faces legal and ethical challenges when she travels to the countryside to pick up the infant she has been waiting to adopt.,Movie
3474,60033223,Dil Hai Tumhaara,Kundan Shah,"Rekha, Preity Zinta, Mahima Chaudhry, Arjun Rampal, Jimmy Shergill, Alok Nath, Dilip Joshi, Govind Namdeo",India,"April 1, 2018",2002,TV-14,176 min,"Dramas, International Movies, Music & Musicals","The sophisticated son of a powerful businessman falls for a simple, free-spirited girl whose older sister is in love with him.",Movie
3475,80244992,Ethirmarai,,"Ramanathan, Rakesh",India,"April 1, 2018",2018,TV-14,91 min,"International Movies, Music & Musicals, Thrillers","While investigating a brutal string of deaths, a detective begins to suspect that mind control may have played a part in the murders.",Movie
3477,80196139,Fishpeople,Keith Malloy,,,"April 1, 2018",2017,TV-14,49 min,"Documentaries, Sports Movies","In this exploration of the life-changing power of the ocean, six people from very different backgrounds find purpose and meaning in the sea.",Movie
3483,80036662,"Lady, la vendedora de rosas",,"Natalia Reyes, Michelle Orozco, Majida Issa, Ernesto Benjumea, Viña Machado, Carlos Mariño, Alberto Cardeño, Fabio Restrepo, Juan Pablo Barragán, Maria Jose Vargas",Colombia,"April 1, 2018",2015,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","This series tells the life story of Colombian film star Lady Tabares, who was plucked off the mean streets to star in a film and quickly rose to fame.",TV Show
3484,80174145,Loaded,,"Jim Howick, Samuel Anderson, Jonny Sweet, Nick Helm, Mary McCormack, Aimee-Ffion Edwards, Lolly Adefope",United Kingdom,"April 1, 2018",2017,TV-14,1 Season,"British TV Shows, International TV Shows, TV Comedies",Four friends become overnight millionaires after selling their video game start-up. But their newfound status tests their friendship and resolve.,TV Show
3486,70000196,Main Hoon Na,Farah Khan,"Shah Rukh Khan, Sunil Shetty, Sushmita Sen, Zayed Khan, Amrita Rao, Kiron Kher, Boman Irani, Bindu, Naseeruddin Shah, Kabir Bedi",India,"April 1, 2018",2004,TV-14,171 min,"Action & Adventure, Comedies, Dramas",Major Ram Prasad Sharma yearns to see project Mission Milaap come to fruition and usher in an era of peace between two warring countries. But the evil Raghavan will do anything to stop the peace process.,Movie
3487,80245519,Mandobasar Galpo,Tathagata Banerjee,"Paoli Dam, Parambrata Chattopadhyay, Indrasish Roy, Koushik Sen, Biswajit Chakraborty",India,"April 1, 2018",2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies","With the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma.",Movie
3488,80245329,Metro,Ananda Krishnan,"Yogi Babu, Bobby Simha, Shirish",India,"April 1, 2018",2016,TV-14,116 min,"Dramas, International Movies, Thrillers","Disgusted by the gold-chain snatchers in his home city of Chennai, a man vows to combat the criminal menace by taking the law into his own hands.",Movie
3489,70083535,Om Shanti Om,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Shreyas Talpade, Arjun Rampal, Kirron Kher, Javed Sheikh",India,"April 1, 2018",2007,TV-14,169 min,"Comedies, Dramas, International Movies","Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",Movie
3492,70134539,Prince,Kookie V. Gulati,"Vivek Oberoi, Aruna Shields, Nandana Sen, Niroo Singh, Sanjay Kapoor, Rajesh Khattar, Dalip Tahil, Mayur Puri, Manish Ananad",India,"April 1, 2018",2010,TV-14,130 min,"Action & Adventure, International Movies","A thief commits the heist of his life, only to awaken the next morning with no memory. Now, he must race to find the missing loot.",Movie
3493,80122233,Ramayan,,"Gagan Malik, Neha Sargam, Neil Bhatt",India,"April 1, 2018",2012,TV-14,1 Season,"International TV Shows, TV Dramas",A prince's divine destiny to rule as a king is thwarted by his stepmother's scheme to put her own child on the throne in this legendary epic.,TV Show
3495,80124313,Sairat,Nagraj Manjule,"Rinku Rajguru, Akash Thosar, Arbaz Shaikh, Tanaji Galgunde, Suresh Vishwakarma",India,"April 1, 2018",2016,TV-14,173 min,"Dramas, International Movies, Romantic Movies","When two college students – a rich man’s daughter and a fisherman’s son – defy social edicts by falling in love, violence erupts in their village.",Movie
3507,80023644,Father Brown,Ian Barber,"Mark Williams, Sorcha Cusack, Nancy Carroll, Alex Price, Hugo Speer, Tom Chambers, Keith Osborn",United Kingdom,,2017,TV-14,6 Seasons,"British TV Shows, Crime TV Shows, TV Dramas","A modest, compassionate priest doubles as an effective crime solver in this series based on the short stories by G.K. Chesterton.",TV Show
3511,80233447,Wake Up,,"Jag Huang, Chris Wu, Tiffany Hsu, Michael Huang, Lego Li, Summer Meng",,,2017,TV-14,2 Seasons,"International TV Shows, TV Dramas","After taking the blame for a patient death, an anesthesiologist battling psychiatric trauma fights to stay afloat in the corrupt hospital system.",TV Show
3522,80206395,Trump: An American Dream,,Donald Trump,United Kingdom,"March 30, 2018",2018,TV-14,1 Season,Docuseries,"Friends, associates and critics reveal the truly American story of Donald Trump, the brash businessman who defied the odds to become U.S. president.",TV Show
3526,80213803,James Acaster: Repertoire,Dan Lucchesi,James Acaster,United Kingdom,"March 27, 2018",2018,TV-14,1 Season,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows","Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials.",TV Show
3538,80245408,Secret Superstar,Advait Chandan,"Zaira Wasim, Meher Vij, Raj Arjun, Aamir Khan, Tirth Sharma",India,"March 23, 2018",2017,TV-14,150 min,"Dramas, International Movies, Music & Musicals",A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,Movie
3540,80144983,100 Years: One Woman's Fight for Justice,Melinda Janko,,United States,"March 20, 2018",2016,TV-14,75 min,Documentaries,This documentary chronicles Elouise Cobell's long fight against the U.S. government for the gross mismanagement of mineral-rich Native American land.,Movie
3546,80117831,Take Your Pills,Alison Klayman,,United States,"March 16, 2018",2018,TV-14,88 min,Documentaries,"In a hypercompetitive world, drugs like Adderall offer students, athletes, coders and others a way to do more – faster and better. But at what cost?",Movie
3549,80239442,Bilu Rakkhosh,Indrasis Acharya,"Joy Sengupta, Koneenica Banerjee, Kanchana Moitra, Pradip Mukherjee",India,"March 15, 2018",2017,TV-14,127 min,"Dramas, International Movies","Torn between his demanding corporate career, his passion for music and his turbulent family life, a man struggles to keep his inner demons in check.",Movie
3550,80238299,Chal Dhar Pakad,Aatmaram Dharne,Nagesh Bhonsle,India,"March 15, 2018",2010,TV-14,129 min,"Comedies, Dramas, International Movies","After her fat-shaming husband brings home a new lover, a wife in Maharashtra recruits a group of women to challenge him in a kabaddi match.",Movie
3552,80201604,Haapus,,"Makarand Anaspure, Madhura Velankar, Subodh Bhave",India,"March 15, 2018",2010,TV-14,138 min,"Comedies, Dramas, International Movies",The son of an astrologer faces opposition from his superstitious father regarding his scheme of launching a mango business.,Movie
3554,80235957,Irada Pakka,Kedar Shinde,"Smita Jaykar, Siddarth Jadhav",India,"March 15, 2018",2010,TV-14,137 min,"Comedies, Dramas, International Movies","Bored in their happy marriage, a couple decides to spice things up by fighting more, but their game takes the relationship on an unexpected path.",Movie
3556,80235139,Khotey Sikkey,,"Vikas Kumar, Hassan Zaidi, Sukhmani Sadana, Puru Chibber, Dilkhush, Mark Farokh Parakh",India,"March 15, 2018",2011,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Five affluent youths find a new sense of purpose as they team up with a Mumbai police officer on crime-busting missions around the city.,TV Show
3561,80239642,Mango Dreams,John Upchurch,"Ram Gopal Bajaj, Pankaj Tripathi, Sameer Kochhar",United States,"March 15, 2018",2016,TV-14,92 min,"Dramas, Independent Movies","Concerned that dementia will soon steal his most cherished memories, a Hindu doctor hires a Mulsim rickshaw driver to take him to his childhood home.",Movie
3562,80239988,Martyrs of Marriage,Deepika Narayan Bhardwaj,,India,"March 15, 2018",2016,TV-14,83 min,"Documentaries, International Movies",This documentary reveals the cracks in India's anti-dowry act and gives voice to both women and men who've been victimized by the law's abusers.,Movie
3563,80173925,Mystery Science Theater 3000,,"Joel Hodgson, Michael J. Nelson, Kevin Murphy, Trace Beaulieu, Jim Mallon, Frank Conniff, Mary Jo Pehl, Bill Corbett, Patrick Brantseg, J. Elvis Weinstein",United States,"March 15, 2018",1999,TV-14,1 Season,"TV Comedies, TV Sci-Fi & Fantasy",Hosts Joel and Mike and their robot companions offer hilarious running commentary on B movies they're forced to watch in these classic MST3K episodes.,TV Show
3567,80234795,Rishta.com,,"Shruti Seth, Kavi Shastri, Siddhant Karnick, Kavin Dave",India,"March 15, 2018",2010,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Partners at an Indian matrimonial agency face endlessly challenging and often impossible demands as they help clients make the perfect match.,TV Show
3568,80238400,Satrangi Re,Aditya Sarpotdar,"Amruta Khanvilkar, Vidyadhar Joshi, Subodh Bhave",India,"March 15, 2018",2012,TV-14,150 min,"Dramas, International Movies, Music & Musicals","Friends in their last year of college contemplate the future of their band as they juggle questions of love, work, family and identity.",Movie
3570,80239738,Sthaniya Sambaad,"Arjun Gourisaria, Moinak Biswas",Suman Mukhopadhyay,India,"March 15, 2018",2010,TV-14,106 min,"Dramas, International Movies","In post-Partition Kolkata, a young Bengali poet from an urban colony wanders the city in search of the woman he loves and a channel for his sorrows.",Movie
3583,80161848,A.I.C.O.,Kazuya Murata,"Haruka Shiraishi, Yusuke Kobayashi, Makoto Furukawa, Taishi Murata, Kaori Nazuka, M・A・O, Ryota Takeuchi, Ai Kayano, Toru Okawa, Takehito Koyasu, Atsuko Tanaka",Japan,"March 9, 2018",2018,TV-14,1 Season,"Anime Series, International TV Shows",Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.,TV Show
3597,80170187,Gad Elmaleh: American Dream,Michael Simon,Gad Elmaleh,United States,"March 6, 2018",2018,TV-14,58 min,Stand-Up Comedy,"In his first English-language special, comedian Gad Elmaleh gleefully digs into America's food obsessions, dating culture, slang and more.",Movie
